iter	Passed	Remaining
344	32082	79509
345	32198	79472
346	32273	79334
347	32361	79228
348	32417	79046
349	32483	78887
350	32557	78750
351	32638	78629
352	32720	78510
353	32804	78396
354	32895	78300
355	33042	78336
356	33155	78291
357	33253	78210
358	33372	78177
359	33480	78121
360	33587	78061
361	33701	78016
362	33804	77944
363	33877	77805
364	33976	77725
365	34055	77602
366	34142	77495
367	34226	77381
368	34285	77213
369	34364	77088
370	34467	77018
371	34585	76980
372	34727	76997
373	34838	76943
374	34927	76839
375	35042	76794
376	35163	76762
377	35274	76708
378	35372	76624
379	35501	76609
380	35606	76540
381	35707	76463
382	35827	76426
383	35950	76393
384	36057	76329
385	36188	76313
386	36277	76210
387	36364	76102
388	36445	75983
389	36526	75862
390	36631	75792
391	36721	75691
392	36803	75573
393	36884	75453
394	36975	75356
395	37055	75233
396	37143	75128
397	37238	75038
398	37317	74916
399	37414	74829
400	37520	74760
401	37606	74651
402	37711	74579
403	37798	74474
404	37904	74404
405	38020	74354
406	38120	74274
407	38223	74199
408	38321	74112
409	38413	74015
410	38511	73931
411	38615	73857
412	38727	73798
413	38888	73830
414	39007	73785
415	39102	73693
416	39220	73645
417	39345	73607
418	39430	73496
419	39534	73421
420	39651	73368
421	39760	73303
422	39828	73160
423	39903	73030
424	39977	72899
425	40048	72764
426	40116	72622
427	40195	72502
428	40268	72370
429	40378	72306
430	40449	72170
431	40530	72053
432	40623	71958
433	40722	71874
434	40806	71763
435	40899	71667
436	40984	71558
437	41069	71449
438	41159	71348
439	41289	71318
440	41391	71238
441	41467	71113
442	41550	71002
443	41657	70930
444	41765	70860
445	41838	70731
446	41906	70593
447	41990	70483
448	42066	70360
449	42152	70254
450	42241	70153
451	42347	70079
452	42465	70025
453	42583	69971
454	42663	69855
455	42770	69783
456	42871	69700
457	42948	69580
458	43038	69481
459	43118	69363
460	43188	69233
461	43272	69124
462	43363	69024
463	43455	68930
464	43542	68825
465	43619	68705
466	43725	68631
467	43827	68551
468	43923	68461
469	43991	68327
470	44072	68214
471	44158	68108
472	44234	67988
473	44349	67928
474	44433	67818
475	44511	67702
476	44584	67577
477	44653	67446
478	44738	67341
479	44817	67225
480	44910	67132
481	45008	67045
482	45104	66956
483	45189	66850
484	45275	66746
485	45360	66640
486	45561	66705
487	45734	66727
488	45809	66607
489	45904	66514
490	46015	66446
491	46103	66344
492	46217	66279
493	46317	66194
494	46421	66115
495	46514	66020
496	46637	65968
497	46735	65879
498	46810	65759
499	46922	65691
500	47004	65581
501	47107	65499
502	47191	65392
503	47294	65310
504	47396	65228
505	47481	65122
506	47592	65052
507	47691	64965
508	47779	64863
509	47862	64755
510	47944	64645
511	48060	64581
512	48143	64473
513	48225	64363
514	48328	64281
515	48420	64185
516	48499	64072
517	48563	63938
518	48635	63816
519	48731	63725
520	48845	63658
521	48923	63544
522	49029	63466
523	49174	63438
524	49309	63397
525	49413	63317
526	49590	63329
527	49688	63239
528	49782	63145
529	49867	63040
530	49933	62910
531	50008	62793
532	50083	62674
533	50165	62566
534	50230	62435
535	50304	62317
536	50403	62229
537	50486	62122
538	50588	62038
539	50676	61938
540	50757	61828
541	50850	61734
542	50923	61614
543	50995	61495
544	51063	61369
545	51132	61246
546	51215	61140
547	51285	61018
548	51347	60887
549	51427	60778
550	51491	60650
551	51564	60532
552	51637	60414
553	51703	60289
554	51778	60175
555	51855	60063
556	51927	59945
557	52013	59843
558	52104	59747
559	52185	59640
560	52262	59529
561	52344	59423
562	52425	59316
563	52484	59184
564	52550	59060
565	52624	58947
566	52691	58824
567	52774	58720
568	52834	58592
569	52916	58486
570	52982	58363
571	53060	58255
572	53126	58132
573	53196	58015
574	53284	57917
575	53369	57816
576	53443	57703
577	53530	57605
578	53620	57509
579	53710	57414
580	53779	57297
581	53848	57178
582	53922	57067
583	54007	56966
584	54103	56878
585	54169	56757
586	54234	56637
587	54304	56520
588	54378	56409
589	54447	56293
590	54532	56193
591	54598	56073
592	54682	55973
593	54760	55866
594	54837	55758
595	54921	55658
596	54998	55550
597	55062	55430
598	55144	55329
599	55226	55226
600	55302	55118
601	55373	55005
602	55444	54892
603	55515	54780
604	55585	54667
605	55669	54566
606	55756	54470
607	55835	54366
608	55910	54257
609	55974	54139
610	56041	54023
611	56126	53925
612	56206	53822
613	56291	53724
614	56362	53612
615	56426	53494
616	56496	53383
617	56564	53269
618	56637	53160
619	56756	53094
620	56877	53030
621	56959	52929
622	57033	52822
623	57125	52731
624	57233	52655
625	57322	52561
626	57442	52495
627	57527	52397
628	57605	52293
629	57690	52196
630	57773	52096
631	57855	51996
632	57954	51912
633	58033	51808
634	58120	51713
635	58192	51604
636	58299	51527
637	58397	51440
638	58470	51333
639	58560	51240
640	58654	51151
641	58751	51064
642	58842	50972
643	58942	50888
644	59047	50808
645	59162	50737
646	59274	50662
647	59384	50586
648	59463	50484
649	59539	50379
650	59625	50283
651	59743	50214
652	59841	50127
653	59928	50031
654	60039	49956
655	60128	49862
656	60220	49771
657	60307	49675
658	60382	49570
659	60455	49463
660	60549	49374
661	60645	49285
662	60759	49212
663	60833	49106
664	60910	49003
665	60995	48906
666	61106	48830
667	61180	48724
668	61253	48618
669	61322	48508
670	61396	48403
671	61488	48312
672	61608	48243
673	61733	48177
674	61815	48078
675	61916	47994
676	62013	47907
677	62099	47811
678	62184	47714
679	62269	47617
680	62353	47520
681	62430	47418
682	62497	47307
683	62578	47208
684	62647	47099
685	62727	46999
686	62831	46918
687	62949	46846
688	63037	46752
689	63142	46670
690	63213	46563
691	63276	46451
692	63354	46350
693	63420	46240
694	63506	46144
695	63588	46046
696	63667	45946
697	63752	45850
698	63822	45743
699	63897	45640
700	63979	45543
701	64068	45450
702	64149	45351
703	64231	45253
704	64307	45152
705	64397	45060
706	64494	44972
707	64577	44875
708	64664	44781
709	64751	44687
710	64839	44594
711	64919	44495
712	65003	44399
713	65078	44297
714	65146	44190
715	65226	44091
716	65296	43986
717	65367	43881
718	65436	43775
719	65523	43682
720	65612	43589
721	65696	43494
722	65782	43400
723	65865	43303
724	65951	43209
725	66038	43116
726	66121	43020
727	66200	42920
728	66281	42823
729	66372	42733
730	66452	42635
731	66520	42529
732	66592	42426
733	66677	42332
734	66743	42225
735	66829	42131
736	66916	42038
737	67000	41943
738	67063	41835
739	67146	41739
740	67244	41653
741	67315	41550
742	67390	41450
743	67464	41349
744	67534	41246
745	67619	41151
746	67720	41067
747	67785	40961
748	67869	40866
749	67936	40762
750	68021	40668
751	68108	40575
752	68192	40480
753	68271	40383
754	68362	40292
755	68446	40198
756	68515	40095
757	68590	39996
758	68673	39901
759	68752	39804
760	68812	39695
761	68890	39598
762	68971	39502
763	69050	39405
764	69114	39300
765	69194	39204
766	69264	39102
767	69340	39004
768	69431	38914
769	69509	38816
770	69600	38727
771	69701	38643
772	69837	38577
773	69926	38486
774	70053	38416
775	70134	38321
776	70204	38219
777	70362	38166
778	70472	38085
779	70578	38004
780	70654	37905
781	70734	37809
782	70818	37715
783	70909	37625
784	71010	37540
785	71105	37452
786	71194	37361
787	71268	37262
788	71345	37164
789	71437	37074
790	71534	36988
791	71630	36900
792	71723	36811
793	71783	36705
794	71870	36613
795	71960	36522
796	72045	36429
797	72144	36343
798	72252	36261
799	72319	36159
800	72400	36064
801	72473	35965
802	72571	35879
803	72671	35793
804	72762	35703
805	72859	35616
806	72942	35522
807	73024	35427
808	73095	35327
809	73181	35235
810	73283	35150
811	73370	35058
812	73468	34972
813	73574	34889
814	73641	34787
815	73717	34690
816	73788	34591
817	73901	34511
818	74047	34447
819	74154	34364
820	74263	34282
821	74373	34201
822	74492	34123
823	74578	34031
824	74681	33945
825	74806	33871
826	74921	33791
827	75013	33701
828	75121	33619
829	75211	33528
830	75302	33437
831	75406	33352
832	75487	33258
833	75581	33168
834	75683	33083
835	75786	32997
836	75858	32899
837	75953	32810
838	76051	32722
839	76132	32628
840	76226	32538
841	76331	32454
842	76452	32376
843	76556	32291
844	76673	32211
845	76771	32124
846	76987	32085
847	77093	32001
848	77181	31908
849	77264	31814
850	77342	31718
851	77422	31623
852	77491	31523
853	77578	31431
854	77672	31341
855	77763	31250
856	77865	31164
857	77983	31084
858	78081	30996
859	78173	30905
860	78238	30804
861	78315	30708
862	78387	30610
863	78466	30514
864	78557	30424
865	78645	30331
866	78710	30231
867	78796	30138
868	78879	30044
869	78996	29964
870	79077	29869
871	79162	29776
872	79250	29685
873	79345	29595
874	79428	29501
875	79491	29401
876	79577	29308
877	79676	29220
878	79784	29136
879	79880	29047
880	79966	28954
881	80052	28862
882	80154	28775
883	80247	28685
884	80327	28591
885	80415	28499
886	80508	28409
887	80597	28318
888	80692	28228
889	80788	28139
890	80856	28040
891	80936	27946
892	81012	27850
893	81109	27762
894	81188	27667
895	81266	27572
896	81362	27483
897	81429	27384
898	81530	27297
899	81622	27207
900	81719	27119
901	81809	27027
902	81893	26935
903	81966	26838
904	82052	26746
905	82139	26654
906	82238	26566
907	82321	26473
908	82410	26382
909	82484	26286
910	82569	26193
911	82646	26098
912	82745	26010
913	82858	25927
914	82944	25835
915	83033	25743
916	83118	25651
917	83196	25557
918	83267	25460
919	83349	25367
920	83437	25275
921	83543	25189
922	83611	25092
923	83686	24997
924	83763	24902
925	83850	24811
926	83925	24716
927	84016	24625
928	84102	24533
929	84181	24439
930	84258	24345
931	84336	24251
932	84429	24161
933	84511	24068
934	84576	23970
935	84640	23872
936	84714	23778
937	84785	23682
938	84869	23589
939	84946	23495
940	85009	23397
941	85080	23302
942	85151	23206
943	85240	23116
944	85314	23021
945	85396	22928
946	85499	22842
947	85606	22756
948	85696	22665
949	85806	22580
950	85916	22495
951	86020	22408
952	86102	22316
953	86200	22227
954	86282	22135
955	86382	22047
956	86492	21962
957	86583	21871
958	86672	21781
959	86782	21695
960	86888	21609
961	86995	21522
962	87108	21437
963	87208	21349
964	87289	21257
965	87395	21170
966	87485	21079
967	87596	20994
968	87700	20906
969	87782	20814
970	87877	20725
971	87974	20635
972	88067	20546
973	88164	20457
974	88248	20364
975	88357	20278
976	88437	20185
977	88514	20092
978	88605	20001
979	88690	19910
980	88779	19819
981	88878	19730
982	88965	19639
983	89081	19554
984	89170	19463
985	89256	19372
986	89353	19282
987	89446	19192
988	89524	19099
989	89642	19015
990	89740	18926
991	89838	18837
992	89935	18747
993	90031	18658
994	90140	18571
995	90247	18484
996	90348	18396
997	90442	18305
998	90562	18221
999	90666	18133
1000	90752	18041
1001	90845	17951
1002	90951	17863
1003	91056	17776
1004	91175	17690
1005	91299	17606
1006	91438	17525
1007	91552	17438
1008	91641	17347
1009	91746	17259
1010	91898	17179
1011	92027	17096
1012	92109	17003
1013	92222	16916
1014	92349	16832
1015	92449	16742
1016	92539	16651
1017	92650	16564
1018	92738	16472
1019	92889	16392
1020	92994	16303
1021	93100	16215
1022	93197	16125
1023	93308	16037
1024	93422	15950
1025	93520	15860
1026	93665	15778
1027	93778	15690
1028	93907	15605
1029	94003	15515
1030	94118	15427
1031	94206	15335
1032	94300	15245
1033	94417	15157
1034	94545	15072
1035	94678	14987
1036	94781	14898
1037	94912	14812
1038	95051	14728
1039	95175	14642
1040	95285	14553
1041	95399	14465
1042	95545	14382
1043	95694	14299
1044	95824	14213
1045	95933	14124
1046	96035	14033
1047	96137	13943
1048	96252	13855
1049	96381	13768
1050	96468	13676
1051	96584	13587
1052	96700	13499
1053	96845	13415
1054	96950	13324
1055	97066	13236
1056	97172	13146
1057	97259	13053
1058	97395	12967
1059	97470	12873
1060	97594	12785
1061	97699	12695
1062	97814	12606
1063	97918	12515
1064	98001	12422
1065	98079	12328
1066	98171	12236
1067	98243	12142
1068	98333	12050
1069	98423	11957
1070	98533	11868
1071	98607	11774
1072	98692	11681
1073	98761	11586
1074	98854	11494
1075	98942	11402
1076	99026	11309
1077	99105	11216
1078	99193	11123
1079	99257	11028
1080	99342	10935
1081	99407	10841
1082	99494	10748
1083	99576	10655
1084	99653	10562
1085	99731	10469
1086	99811	10376
1087	99892	10283
1088	99983	10191
1089	100069	10098
1090	100148	10005
1091	100218	9911
1092	100301	9819
1093	100371	9725
1094	100459	9633
1095	100539	9540
1096	100625	9447
1097	100695	9354
1098	100766	9260
1099	100832	9166
1100	100910	9073
1101	100990	8981
1102	101064	8887
1103	101146	8795
1104	101238	8703
1105	101326	8611
1106	101412	8519
1107	101490	8427
1108	101573	8334
1109	101657	8242
1110	101729	8149
1111	101805	8056
1112	101897	7964
1113	101972	7872
1114	102069	7781
1115	102158	7689
1116	102245	7597
1117	102326	7505
1118	102414	7413
1119	102503	7321
1120	102567	7228
1121	102646	7135
1122	102734	7044
1123	102821	6952
1124	102891	6859
1125	102975	6767
1126	103066	6675
1127	103156	6584
1128	103245	6492
1129	103329	6400
1130	103409	6308
1131	103485	6216
1132	103602	6126
1133	103688	6034
1134	103761	5942
1135	103842	5850
1136	103909	5757
1137	103986	5665
1138	104068	5573
1139	104152	5481
1140	104233	5389
1141	104310	5297
1142	104397	5206
1143	104483	5114
1144	104559	5022
1145	104637	4930
1146	104722	4838
1147	104790	4746
1148	104861	4654
1149	104939	4562
1150	105020	4470
1151	105086	4378
1152	105163	4286
1153	105242	4195
1154	105320	4103
1155	105402	4011
1156	105493	3920
1157	105558	3828
1158	105630	3736
1159	105718	3645
1160	105792	3553
1161	105875	3462
1162	105971	3371
1163	106063	3280
1164	106177	3189
1165	106296	3099
1166	106415	3009
1167	106515	2918
1168	106601	2826
1169	106691	2735
1170	106775	2644
