iter	Logloss
0	0.5738428136
1	0.5007895307
2	0.4572181745
3	0.4303044444
4	0.4120579482
5	0.3985601446
6	0.3907533971
7	0.3835967452
8	0.3793676055
9	0.375597873
10	0.372741522
11	0.3707466684
12	0.3690422891
13	0.3679422075
14	0.3669239557
15	0.3661453697
16	0.3655746792
17	0.3650581807
18	0.3645855598
19	0.3643588806
20	0.3639322569
21	0.3635980184
22	0.363210911
23	0.3630680082
24	0.3629029403
25	0.362733048
26	0.3626063679
27	0.3624013178
28	0.3622824468
29	0.3621085422
30	0.3619190053
31	0.3618217954
32	0.361706858
33	0.3616165942
34	0.3615812824
35	0.3613892748
36	0.3610300427
37	0.3609809706
38	0.3608483648
39	0.3607095968
40	0.3604309785
41	0.3602947984
42	0.3602137293
43	0.3601644725
44	0.3601161701
45	0.3600458294
46	0.3598583189
47	0.3597809042
48	0.3596968785
49	0.3594459859
50	0.3594089826
51	0.3593487112
52	0.3593024284
53	0.3591645925
54	0.359061435
55	0.3590124946
56	0.358950943
57	0.3588242755
58	0.3587906178
59	0.3587565768
60	0.3587339548
61	0.3585861672
62	0.3585550278
63	0.358455405
64	0.3584329414
65	0.3583636262
66	0.3581940938
67	0.3581480355
68	0.3581184065
69	0.3580900385
70	0.3580594667
71	0.3579459479
72	0.3578844701
73	0.3577770177
74	0.3577251008
75	0.3576895796
76	0.3576839693
77	0.3575469975
78	0.3574832977
79	0.3573910155
80	0.3573553219
81	0.3573023757
82	0.3572611265
83	0.3570999785
84	0.3570666965
85	0.3568820132
86	0.3568602401
87	0.3568186453
88	0.356732802
89	0.3566996283
90	0.3566420299
91	0.3565932814
92	0.356552863
93	0.3564996158
94	0.3563967687
95	0.3562633771
96	0.3562163601
97	0.3561637436
98	0.3559122833
99	0.3557017524
100	0.3556589868
101	0.3555774433
102	0.3554692817
103	0.355416711
104	0.3552528073
105	0.355189609
106	0.3551130597
107	0.3550616312
108	0.3549886553
109	0.3549094726
110	0.3547771904
111	0.3546968316
112	0.3546228293
113	0.3545758199
114	0.3544823293
115	0.3542959395
116	0.3541708292
117	0.3541237766
118	0.3540839529
119	0.3539865339
120	0.3539435463
121	0.3538928147
122	0.3538443604
123	0.353796236
124	0.3537610243
125	0.3535735068
126	0.3534848127
127	0.3534341787
128	0.3533970508
129	0.3533425028
130	0.3533194696
131	0.3532883211
132	0.3532525352
133	0.3532178659
134	0.3531675804
135	0.353072915
136	0.3530307047
137	0.3527970263
138	0.3527597554
139	0.3526992512
140	0.3526455432
141	0.3525373905
142	0.3524978596
143	0.352459346
144	0.3524137722
145	0.3523635479
146	0.3523364712
147	0.3523095228
148	0.3522729972
149	0.3522349698
150	0.3521884608
151	0.3521084061
152	0.3520986524
153	0.3520403045
154	0.3519976028
155	0.3519658526
156	0.351905596
157	0.3518752016
158	0.3518506584
159	0.3518181977
160	0.351793445
161	0.3517056762
162	0.351668627
163	0.3516051977
164	0.351564676
165	0.3514246914
166	0.3514178779
167	0.3513846491
168	0.3513479324
169	0.3513085151
170	0.3512430199
171	0.3512035036
172	0.3511664024
173	0.351082531
174	0.3509300837
175	0.3509125796
176	0.3508915695
177	0.3508701039
178	0.3508284682
179	0.3507833564
180	0.3507204347
181	0.3505882682
182	0.3505277323
183	0.3504982124
184	0.350451968
185	0.3504144958
186	0.3503816466
187	0.3503586628
188	0.3503263347
189	0.3502902141
190	0.3502423146
191	0.350212667
192	0.3501861169
193	0.3501644367
194	0.3501295373
195	0.3501129551
196	0.3500371112
197	0.3500104998
198	0.3499799396
199	0.349949923
200	0.349822296
201	0.3497194791
202	0.3496832679
203	0.3496561521
204	0.3496367199
205	0.3496086357
206	0.3495863125
207	0.349518648
208	0.3494909931
209	0.3494645537
210	0.3494349258
211	0.3494029495
212	0.3493727857
213	0.349335655
214	0.3492641728
215	0.3491295341
216	0.3491023207
217	0.3490751885
218	0.349070592
219	0.3490550108
220	0.3490396591
221	0.3490081589
222	0.3489753502
223	0.3489525374
224	0.3489055
225	0.3488511277
226	0.3488179048
227	0.3487875696
228	0.3487639553
229	0.3487070916
230	0.3486729519
231	0.3486456149
232	0.3486205777
233	0.3485893678
234	0.3485570636
235	0.3485291205
236	0.3485264673
237	0.3485204332
238	0.3484039378
239	0.3482987935
240	0.348284854
241	0.3482773928
242	0.3482227803
243	0.3481859967
244	0.3481566927
245	0.3481413173
246	0.3480795108
247	0.3480691386
248	0.3480511362
249	0.3480478996
250	0.3479634061
251	0.3479418353
252	0.3478782348
253	0.3478449553
254	0.3477991931
255	0.3477865285
256	0.3476876881
257	0.3476642928
258	0.3476414308
259	0.3475972358
260	0.3475799541
261	0.3475543431
262	0.3475318255
263	0.3475098711
264	0.347481256
265	0.3474217814
266	0.347285639
267	0.3472022501
268	0.3471534909
269	0.3471348694
270	0.347103438
271	0.347080008
272	0.3470489656
273	0.3470226029
274	0.3469933052
275	0.3469750048
276	0.3469350467
277	0.3469283099
278	0.34690989
279	0.3468672129
280	0.3468572134
281	0.3467471555
282	0.3467178744
283	0.3466942932
284	0.3465929894
285	0.3465520761
286	0.3464478699
287	0.3464268548
288	0.3463942043
289	0.3463773509
290	0.3463536499
291	0.3463243267
292	0.3462961478
293	0.3462764533
294	0.3461976502
295	0.3461776199
296	0.346154525
297	0.3460825625
298	0.3459573402
299	0.3458686248
300	0.3457988873
301	0.345773028
302	0.3457425496
303	0.345711513
304	0.3456818311
305	0.3455472052
306	0.3455402203
307	0.3454749466
308	0.3454173155
309	0.3453740174
310	0.3453708355
311	0.3452724955
312	0.3452074298
313	0.3451454723
314	0.3451195463
315	0.3450954597
316	0.3450705512
317	0.3450612092
318	0.3449632075
319	0.3449064427
320	0.3448785643
321	0.34485827
322	0.3448376316
323	0.3448140293
324	0.3447804747
325	0.3447578743
326	0.3447373561
327	0.3447096361
328	0.3446834628
329	0.344647399
330	0.3446264781
331	0.3446109567
332	0.3445802622
333	0.3445618524
334	0.3445454292
335	0.3445226633
336	0.3444983875
337	0.344470159
338	0.3444382128
339	0.3444119644
340	0.3444058407
341	0.3443846597
342	0.3443385894
343	0.3443092437
344	0.3442778296
345	0.3442676904
346	0.3442355327
347	0.3442347404
348	0.3442120956
349	0.3441916821
350	0.3441581335
351	0.3441308428
352	0.3441304571
353	0.3441172595
354	0.3440926303
355	0.3440869888
356	0.3440609425
357	0.3440345309
358	0.343982454
359	0.3439553914
360	0.3439047822
361	0.343888446
362	0.3438787831
363	0.3438549276
364	0.3438205155
365	0.343797778
366	0.3437868478
367	0.3437792194
368	0.3437596876
369	0.343732559
370	0.3437027174
371	0.343657613
372	0.3436436972
373	0.3436030088
374	0.343585573
375	0.3435585662
376	0.343533025
377	0.3435158142
378	0.3434968342
379	0.3434644001
380	0.343448181
381	0.3434279526
382	0.3434086013
383	0.3433892249
384	0.3433720266
385	0.3433586911
386	0.3433497221
387	0.3432832192
388	0.3432797321
389	0.3432553464
390	0.3432206614
391	0.3432035829
392	0.3431605407
393	0.3431112006
394	0.3430887794
395	0.3430523107
396	0.3430273436
397	0.3430050243
398	0.3429841472
399	0.3429629749
400	0.3429407014
401	0.3428656207
402	0.342842781
403	0.3428304207
404	0.3428170377
405	0.3427724722
406	0.3427544212
407	0.3427386558
408	0.3426980443
409	0.3426857018
410	0.342677665
411	0.3426148127
412	0.3425987132
413	0.3425801919
414	0.3425603931
415	0.3425311574
416	0.3425078457
417	0.3424874525
418	0.3424623991
419	0.3424502967
420	0.3424342734
421	0.3424052974
422	0.3423753524
423	0.3423569822
424	0.3423399488
425	0.3423214756
426	0.342300526
427	0.3422799087
428	0.3422612641
429	0.3422303518
430	0.3421903244
431	0.3421530499
432	0.3420704444
433	0.342034827
434	0.3419951082
435	0.3419633475
436	0.3419389031
437	0.3419223143
438	0.341887603
439	0.3418599519
440	0.34183978
441	0.3417923695
442	0.3417747138
443	0.3417495614
444	0.3417346983
445	0.3417226265
446	0.3416990696
447	0.3416906382
448	0.3416735752
449	0.3416658495
450	0.3416374311
451	0.3416136137
452	0.341585358
453	0.3415637904
454	0.3415238011
455	0.3414577052
456	0.3414554699
457	0.3414361381
458	0.3414216598
459	0.3413872863
460	0.3413705786
461	0.3413517494
462	0.3413326805
463	0.3413127748
464	0.3412956375
465	0.3412713482
466	0.3412576823
467	0.3412390653
468	0.3412087554
469	0.3411822437
470	0.3411714248
471	0.3411515989
472	0.3411369388
473	0.3411179053
474	0.3410716906
475	0.3410599965
476	0.3410518949
477	0.3410160292
478	0.340969792
479	0.3409546745
480	0.3409294744
481	0.3409070683
482	0.3408785108
483	0.3408678418
484	0.3408613441
485	0.3408369864
486	0.3408116885
487	0.3408022017
488	0.3407879964
489	0.3407714802
490	0.3407510374
491	0.3407472062
492	0.3406885032
493	0.3406578264
494	0.3406427707
495	0.3406245527
496	0.3406039982
497	0.3405747425
498	0.340552582
499	0.3405309793
500	0.3405129346
501	0.340510868
502	0.3404902682
503	0.3404708735
504	0.3404451314
505	0.340442931
506	0.3404221355
507	0.3404075209
508	0.3403469043
509	0.3403215488
510	0.3403017864
511	0.3402922605
512	0.3402692138
513	0.3402495799
514	0.3402273525
515	0.3402138577
516	0.3402005295
517	0.3401852522
518	0.3401826579
519	0.3401655311
520	0.3401316483
521	0.3401059011
522	0.3400888108
523	0.3400614719
524	0.3400149362
525	0.3399899228
526	0.3399694553
527	0.3399537143
528	0.3399311754
529	0.3399068829
530	0.3398888263
531	0.3398716127
532	0.3398557173
533	0.3398326373
534	0.3398222212
535	0.3397995941
536	0.3397753493
537	0.3397657702
538	0.3397580784
539	0.3397378517
540	0.3397162042
541	0.3396951277
542	0.3396735799
543	0.3396649909
544	0.3396419876
545	0.3396259195
546	0.3395815951
547	0.3395747598
548	0.3395523696
549	0.3395293633
550	0.3395054276
551	0.3394635468
552	0.339434405
553	0.3394206959
554	0.3393983879
555	0.3393879805
556	0.3393628177
557	0.339351474
558	0.3393299242
559	0.339324761
560	0.3393196533
561	0.3393045377
562	0.3392901574
563	0.3392803751
564	0.3392590755
565	0.3392489465
566	0.3392455788
567	0.3392359517
568	0.339209551
569	0.3391936311
570	0.3391495275
571	0.3391301783
572	0.3391030432
573	0.3390838842
574	0.3390453203
575	0.3390293204
576	0.3390049934
577	0.3389847153
578	0.3389599253
579	0.3389447208
580	0.3389276163
581	0.3389075891
582	0.3388921211
583	0.3388705391
584	0.3388434003
585	0.3388384023
586	0.3388180765
587	0.3388106214
588	0.3388061699
589	0.3387753961
590	0.3387691966
591	0.3387631431
592	0.3387415766
593	0.3386578384
594	0.338635209
595	0.3386146487
596	0.3385942716
597	0.3385835738
598	0.3385620615
599	0.3385407243
600	0.3385222778
601	0.3385000877
602	0.3384788035
603	0.3384386533
604	0.3384206808
605	0.3383988641
606	0.3383695325
607	0.3383509118
608	0.3383292945
609	0.3382780245
610	0.3382539406
611	0.3382505349
612	0.3382317841
613	0.33820637
614	0.3381762484
615	0.3381552707
616	0.3381488735
617	0.3381201756
618	0.3381016402
619	0.3380819121
620	0.3380613138
621	0.3380388905
622	0.3380185651
623	0.3380094999
624	0.3380002287
625	0.3379844648
626	0.3379753609
627	0.3379486108
628	0.3379268433
629	0.3379125057
630	0.3378841488
631	0.33786565
632	0.3378610433
633	0.3378410844
634	0.3378219608
635	0.337812629
636	0.3377923807
637	0.3377776358
638	0.3377586588
639	0.3377439593
640	0.3377253042
641	0.3377168966
642	0.3376980903
643	0.3376840503
644	0.3376545272
645	0.3376345995
646	0.3376193837
647	0.3376038697
648	0.3375926993
649	0.3375794534
650	0.3375773135
651	0.33755931
652	0.3375444125
653	0.3375397535
654	0.3375153594
655	0.3374942566
656	0.3374805168
657	0.3374666752
658	0.3374546275
659	0.3374404851
660	0.3374218472
661	0.3374086816
662	0.3373934341
663	0.3373766402
664	0.3373602454
665	0.3373410438
666	0.3373262121
667	0.3373014622
668	0.3372770593
669	0.3372592647
670	0.3372397577
671	0.3372393188
672	0.337216829
673	0.3372054963
674	0.3371828465
675	0.3371770116
676	0.3371587213
677	0.3371550229
678	0.3371322538
679	0.3371192422
680	0.3370582852
681	0.3370434298
682	0.3370201371
683	0.337004228
684	0.3369850522
685	0.3369758348
686	0.3369604981
687	0.3369589293
688	0.3369494503
689	0.3369359543
690	0.3369282251
691	0.336900212
692	0.3368814785
693	0.3368725817
694	0.33685165
695	0.3368336605
696	0.3368197331
697	0.3367989939
698	0.3367730685
699	0.336761119
700	0.3367544027
701	0.3367420221
702	0.3367183454
703	0.3366948275
704	0.3366771432
705	0.3366580912
706	0.3366419494
707	0.3366244478
708	0.3366006229
709	0.3365886613
710	0.3365813412
711	0.3365698157
712	0.3365488563
713	0.3365329139
714	0.3365244281
715	0.3365073813
716	0.336486134
717	0.3364717858
718	0.3364545225
719	0.3364279718
720	0.336406036
721	0.3363985586
722	0.3363767512
723	0.3363278267
724	0.3363143021
725	0.3362916508
726	0.3362679909
727	0.3362423061
728	0.3362146172
729	0.3361964262
730	0.3361879093
731	0.3361655538
732	0.3361361628
733	0.3361134895
734	0.3360964726
735	0.3360775586
736	0.3360611479
737	0.3360448507
738	0.336038888
739	0.3360314588
740	0.3360295171
741	0.3360149392
742	0.3359944558
743	0.3359864767
744	0.3359645699
745	0.3359567702
746	0.33594001
747	0.335921771
748	0.3359041135
749	0.3358964835
750	0.3358766886
751	0.3358536606
752	0.3358388867
753	0.3358124063
754	0.335789848
755	0.3357805672
756	0.335760208
757	0.3357582775
758	0.3357387009
759	0.3357338825
760	0.3357216727
761	0.3357000301
762	0.3356849839
763	0.3356712293
764	0.3356533866
765	0.3356222111
766	0.3356066013
767	0.335596032
768	0.3355793515
769	0.3355705065
770	0.3355533278
771	0.3355368253
772	0.3355293546
773	0.3354919652
774	0.3354829863
775	0.3354730416
776	0.3354695444
777	0.3354471012
778	0.3354340661
779	0.3353694352
780	0.3353542745
781	0.3353378878
782	0.3353171463
783	0.3352972651
784	0.3352771518
785	0.3352627955
786	0.3352442621
787	0.3352349785
788	0.3352024155
789	0.3351760394
790	0.3351562651
791	0.3351496319
792	0.3351391701
793	0.3351334985
794	0.3351166934
795	0.335097586
796	0.3350934959
797	0.3350753324
798	0.3350574992
799	0.3350448561
800	0.3350330068
801	0.3350147959
802	0.3350046969
803	0.3349911561
804	0.3349716533
805	0.3349542211
806	0.3349194842
807	0.3349064453
808	0.334872051
809	0.3348573903
810	0.3348373467
811	0.3348138199
812	0.3348093279
813	0.3347811797
814	0.3347767534
815	0.3347621474
816	0.334727445
817	0.3347083781
818	0.3346764851
819	0.3346607835
820	0.3346103518
821	0.3345952984
822	0.3345813613
823	0.3345670559
824	0.3345560355
825	0.3345507454
826	0.3345376178
827	0.3345274894
828	0.3345254772
829	0.3344944353
830	0.3344877627
831	0.3344565483
832	0.3344400467
833	0.3344227133
834	0.3344032493
835	0.3343958162
836	0.3343867183
837	0.3343700129
838	0.3343550917
839	0.3343511559
840	0.3343343497
841	0.3343099947
842	0.3342927341
843	0.3342781982
844	0.3342566339
845	0.3342371359
846	0.3342169962
847	0.3342108457
848	0.3341961076
849	0.3341845578
850	0.3341743462
851	0.3341597173
852	0.3341375587
853	0.3341307261
854	0.3341243749
855	0.3341030793
856	0.3340832618
857	0.3340662597
858	0.3340464402
859	0.3340426846
860	0.3340225311
861	0.3340094939
862	0.3339893005
863	0.3339741746
864	0.3339582272
865	0.3339361315
866	0.3339242623
867	0.333903991
868	0.3338991792
869	0.3338782101
870	0.3338706388
871	0.3338348857
872	0.3338174194
873	0.3338005936
874	0.3337819642
875	0.3337751098
876	0.3337554469
877	0.33373698
878	0.3337173234
879	0.3336908749
880	0.3336769162
881	0.3336599387
882	0.333650774
883	0.333635009
884	0.3336160008
885	0.3336030563
886	0.3335898123
887	0.333583398
888	0.3335753624
889	0.3335542
890	0.3335409709
891	0.3335262851
892	0.3335144179
893	0.33350014
894	0.3334980307
895	0.3334883106
896	0.3334702981
897	0.333459962
898	0.3334368017
899	0.3334240107
900	0.3334176697
901	0.3334008969
902	0.3333805881
903	0.3333650946
904	0.3333455549
905	0.3333311372
906	0.3333189765
907	0.3333055433
908	0.3332942127
909	0.3332668775
910	0.3332527293
911	0.333239328
912	0.3332100202
913	0.333193038
914	0.3331681719
915	0.3331473721
916	0.333132196
917	0.333118545
918	0.3331057149
919	0.3330901032
920	0.3330649017
921	0.3330481282
922	0.3330321346
923	0.333011883
924	0.3329905342
925	0.3329614706
926	0.3329339705
927	0.3329236177
928	0.3329150648
929	0.3328980024
930	0.3328804151
931	0.332861937
932	0.3328532385
933	0.3328365863
934	0.3328344726
935	0.3328168072
936	0.3328131317
937	0.3328001982
938	0.3327862235
939	0.3327724266
940	0.3327596517
941	0.3327417312
942	0.3327377987
943	0.33271945
944	0.3327027872
945	0.3326921022
946	0.332681089
947	0.3326554647
948	0.3326469521
949	0.3326380133
950	0.332628413
951	0.3326113114
952	0.3325989685
953	0.3325805204
954	0.332566207
955	0.3325469045
956	0.3325014826
957	0.3324852862
958	0.3324665122
959	0.3324557433
960	0.3324529887
961	0.3324510159
962	0.332441681
963	0.3324229199
964	0.3324059568
965	0.3323940926
966	0.3323768672
967	0.3323732683
968	0.3323591464
969	0.3323395042
970	0.3323141426
971	0.3323075598
972	0.3322796201
973	0.3322467654
974	0.3322252096
975	0.3322126331
976	0.3321982489
977	0.3321790216
978	0.3321633483
979	0.3321447124
980	0.3321285857
981	0.3321227517
982	0.3321086555
983	0.3320938216
984	0.3320817449
985	0.3320575418
986	0.3320392285
987	0.3320227821
988	0.3320080023
989	0.3320036858
990	0.3319858845
991	0.331960201
